ano,regiao,sigla_uf,unidade_geografica,localizacao,dependencia,CO_ENTIDADE,IN_ENERGIA_REDE_PUBLICA,IN_AGUA_POTAVEL,IN_COMPUTADOR
2024,Norte,TO,Tocantins,Urbana,Estadual,17040183,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17024307,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17024331,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17024358,1,1,1
2024,Norte,TO,Tocantins,Urbana,Federal,17055377,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17057124,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17022819,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17015952,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17016231,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17016240,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17016282,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17035830,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17035848,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17009774,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17019729,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17036208,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17036275,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17030811,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17036577,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17024790,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17024854,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17024870,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17024889,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17024919,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17024951,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17024960,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17025052,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17025117,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17025206,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17040124,1,1,1
2024,Norte,TO,Tocantins,Urbana,Federal,17043980,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17026245,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003083,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17016819,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17046386,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17031176,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003261,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17036704,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17016932,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17031540,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17031567,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003440,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17020140,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17020158,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17043069,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17106800,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17009880,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17009898,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17083800,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17025621,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17020875,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17036755,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17031990,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17002753,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003512,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17040000,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17032091,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17003644,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003652,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17040035,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17040051,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17055857,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003849,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17036917,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17025885,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003970,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17003997,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17038820,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17039894,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17023319,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17037158,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17037220,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17037786,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17052963,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026164,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026172,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026229,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026253,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026261,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026270,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026296,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026300,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026334,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026342,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026350,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026369,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026377,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17047439,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17049237,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17050294,1,1,1
2024,Norte,TO,Tocantins,Urbana,Federal,17051983,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17053595,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17054060,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17056438,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026288,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17026920,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17026962,1,0,1
2024,Norte,TO,Tocantins,Rural,Estadual,17052432,1,0,1
2024,Norte,TO,Tocantins,Rural,Estadual,17053455,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17004209,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17004217,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17004276,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17004799,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17004829,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17039444,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17047790,1,1,1
2024,Norte,TO,Tocantins,Rural,Estadual,17052815,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17014042,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17017041,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17010020,1,1,1
2024,Norte,TO,Tocantins,Urbana,Estadual,17010330,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21088179,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21088276,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21090289,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21194089,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21219516,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21228302,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21254036,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21259968,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21259976,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21259984,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21259992,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21260010,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21349010,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21349401,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Federal,21438200,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21151806,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Municipal,21232806,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21134219,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21134227,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21000034,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21358206,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Federal,21436207,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21152900,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21071926,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21150354,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21289379,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21250529,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21254397,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21258848,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21258856,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272352,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272360,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272379,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21288879,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21548668,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21180350,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21248354,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21091064,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21092273,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21193091,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21193110,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21193139,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21228094,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21287430,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21036314,1,0,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21036322,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272468,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21136904,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21289280,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21339015,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21372225,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21001898,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21248281,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21280800,0,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21134200,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21134235,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21279403,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Federal,21284334,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21339210,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21114200,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21114218,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21193847,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21193939,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21037604,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21037620,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21037680,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21022950,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21282137,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21099111,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21099707,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21099855,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21099979,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21100560,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21100640,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21101477,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21101485,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21101523,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Federal,21198969,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21219478,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21287449,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21027005,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21243280,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21280843,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21001685,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21001901,1,0,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21269971,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21004013,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21180393,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21182400,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21182426,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21194434,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21234400,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21272000,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21288771,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21333203,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21164940,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21165858,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21346259,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21114951,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21115001,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21118582,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21118590,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21118604,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Federal,21199108,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21249490,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21257361,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21257418,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21260230,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21270791,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272115,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272123,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272158,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272174,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21279101,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21285012,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21304807,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21335214,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21336407,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21030375,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21194304,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Federal,21197067,0,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21272670,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21272689,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21272697,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21221111,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21403201,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21405204,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21053960,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21185590,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272999,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21003130,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21003173,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21103402,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21268754,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21248303,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21072957,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21073252,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21073805,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21195269,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21335630,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21336806,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21250308,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21260125,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21490210,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21138141,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21138192,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21272778,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21283869,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21314004,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21242062,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21270732,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21138249,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21371210,1,0,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21372217,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21373205,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21155682,1,0,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21155690,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21577684,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21081590,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21112509,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21193942,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21260087,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21260109,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21269289,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Federal,21437203,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21266948,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21025673,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21003947,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21241228,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21038988,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21241430,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21177392,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21065802,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21385203,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21057338,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21259879,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21326606,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21174148,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21174202,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21258740,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21067244,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21286205,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21286400,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21288763,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21155755,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21155771,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21159580,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21159742,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21159750,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21159769,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21159971,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21160015,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21160023,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21160040,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21160058,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21160066,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Federal,21199310,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21256608,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21256616,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21259933,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21352216,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21492298,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21004447,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21007365,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21248311,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21248338,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21255253,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21257574,0,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21275610,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21279110,0,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21139652,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21142513,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21194315,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21288747,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21418209,1,0,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21092729,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21269408,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21145377,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21145520,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21148759,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21148910,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21191263,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Federal,21206341,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21269815,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21287422,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21288828,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21346240,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21152950,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21153914,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21153922,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Federal,21278458,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21288780,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21167109,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21167117,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21167125,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21288810,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21364206,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21246920,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21148953,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21150290,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21150311,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21150338,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21150435,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21150443,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21269718,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21269726,1,1,0
2024,Nordeste,MA,Maranhão,Rural,Estadual,21269734,1,1,0
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21282145,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21004528,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21005680,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21283877,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21092770,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21127328,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21127336,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21326410,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21154589,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21154597,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21102740,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21102759,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21257248,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21175632,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21177376,1,1,1
2024,Nordeste,MA,Maranhão,Rural,Estadual,21351007,1,1,1
2024,Nordeste,MA,Maranhão,Urbana,Estadual,21252815,1,1,1
